file	extension	original_path	relative_path	bytes	sha256	magic_hex	wad_hash	resolved_game_path	purpose	relevance	referenced_by
0594c653639fd97f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0594c653639fd97f.tex	Braum.wad/0594c653639fd97f.tex	87420	5d4a64629de7c00015cb64631e99980c50ceb084775ee304a2426f5bb5b12e2c	5445580000010001010c000143430000	0594c653639fd97f	assets/characters/braum/skins/skin51/particles/braum_skin51_w_ground_shield_decal3.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
05b3423043d675e8.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\05b3423043d675e8.anm	Braum.wad/05b3423043d675e8.anm	17804	cce8ec7c106cb9eac7b414a3f15512547d25d8c6c29a5801677e164fd7e152bd	72336432616e6d640500000080450000	05b3423043d675e8	assets/characters/braum/skins/skin11/animations/braum_skin11_channel_in.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
05b3c686e089eae2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\05b3c686e089eae2.tex	Braum.wad/05b3c686e089eae2.tex	87452	8df2ebbbb5a48b8f3a453bd35e351bbd3e3120b18be93c949272dbcc1b82fec9	5445580000028000010c000128280000	05b3c686e089eae2	assets/characters/braum/skins/skin51/particles/braum_skin51_q_trail01.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
05b41f5502f0a814.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\05b41f5502f0a814.tex	Braum.wad/05b41f5502f0a814.tex	87420	bcbe50740f74517938beb3951d3dd4736f35a63559532f31a6ddec3eb10562e7	5445580000010001010c0001adad0000	05b41f5502f0a814	assets/characters/braum/skins/skin11/particles/braum_skin11_p_stuntex.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin
05f383f5089b9da8.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\05f383f5089b9da8.anm	Braum.wad/05f383f5089b9da8.anm	18002	13b80ba71b0da46f3cff6c1ccf741daa72a8eb15a59b3f365af28866361a9bfc	7233643263616e6d0100000046460000	05f383f5089b9da8	assets/characters/braum/skins/base/animations/braum_spell3_idle-90.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
060f01a4438ee44a.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\060f01a4438ee44a.tex	Braum.wad/060f01a4438ee44a.tex	21884	b2d3bc1bf49402dc4489b7c3c68c00bb8f5e9833d55d17ea13820080dfa3c4bd	5445580080008000010c000137370000	060f01a4438ee44a	assets/characters/braum/skins/skin51/particles/braum_skin51_75.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
0665ebbbbbb1706f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0665ebbbbbb1706f.tex	Braum.wad/0665ebbbbbb1706f.tex	43716	06c0e2bbe9f25d606b52c47a3a38160019ddae8ade932b22b70bb35fc0df8563	5445580000010001010a0001a2102108	0665ebbbbbb1706f	assets/characters/braum/skins/skin33/particles/braum_skin33_w_ring_tar.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
066c063242984924.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\066c063242984924.anm	Braum.wad/066c063242984924.anm	1508	24f66b748bc019f85ed49fbf94f1b601205dd6d18693429c94c78d363b1592e4	7233643263616e6d01000000d8050000	066c063242984924	assets/characters/braum/skins/skin33/particles/r_fish_01.anm	Animation tracks	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
068495518650c6ed.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\068495518650c6ed.tex	Braum.wad/068495518650c6ed.tex	10948	dd3ded29762d8d01e59ab2b20c9746d3280b87983cf839c7b17fd455838da6cd	5445580080008000010a000101310018	068495518650c6ed	assets/characters/braum/skins/skin01/particles/braum_skin01_p_poro_mustache.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin;fca448d5ff3861b5.bin
06a15f249b9c8e50.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\06a15f249b9c8e50.tex	Braum.wad/06a15f249b9c8e50.tex	87420	aa581cc955565289a957ebb7ec46c36532d6a1ea701d560c8541f2957397a7a7	5445580000010001010c000133330000	06a15f249b9c8e50	assets/characters/braum/skins/skin51/particles/braum_skin51_p_shield_glow.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
06a34a7d41c00e16.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\06a34a7d41c00e16.tex	Braum.wad/06a34a7d41c00e16.tex	87420	43c8fb82006bf388b62aafe6cfd62702483fbf28d07cf05af971857ca63d4dc3	5445580000010001010c00011d1d0000	06a34a7d41c00e16	assets/characters/braum/skins/skin11/particles/braum_skin11_p_icon_01.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin
06ea3f7b1a729199.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\06ea3f7b1a729199.anm	Braum.wad/06ea3f7b1a729199.anm	39630	16c5ef981921481e7a9db3e283d2bf62b2ed3f91395b5e562be120153c6caf12	7233643263616e6d01000000c29a0000	06ea3f7b1a729199	assets/characters/braum/skins/skin11/animations/braum_spell3_run0.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
07317d953c6e6caf.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\07317d953c6e6caf.tex	Braum.wad/07317d953c6e6caf.tex	87420	655362c4de0ea738970d255a58f2a502b3397ba23773c262edebb2664700b040	5445580000010001010c000171710000	07317d953c6e6caf	assets/characters/braum/skins/skin11/particles/braum_skin11_p_icon_base_hit3.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin
076588ed8d9a35e0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\076588ed8d9a35e0.tex	Braum.wad/076588ed8d9a35e0.tex	349564	79e9db0c5ce528e4101628074396ecad934219fab685c3fd31c8aec75bc0ddab	5445580000020002010c0001fcfc0000	076588ed8d9a35e0	assets/characters/braum/skins/skin37/braum_skin37_crab_tx_cm.tex	League texture	other skin/shared; see reference graph	4af4d37cc3da7630.bin
0768386e09c87640.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0768386e09c87640.tex	Braum.wad/0768386e09c87640.tex	174788	5470cea252520b5c0aac1e0147159a4b00a92c23142b9509d7e17b88dd2530b0	5445580000020002010a00010c731054	0768386e09c87640	assets/characters/braum/skins/skin41/braum_skin41_poro_tx_cm.tex	League texture	other skin/shared; see reference graph	f5df8e88540921e0.bin
07931dd139c087b4.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\07931dd139c087b4.anm	Braum.wad/07931dd139c087b4.anm	44870	82fc51a7e437bb0f87a4d2dc331176ed053093c7f83b21bf2f93f45467001aa3	7233643263616e6d010000003aaf0000	07931dd139c087b4	assets/characters/braum/skins/skin11/animations/braum_run_haste_01.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
07978ae1ea911912.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\07978ae1ea911912.skn	Braum.wad/07978ae1ea911912.skn	907172	1921ba81d9bf81a1a6dd1c882ff4258e51dfbb152c92fbb27d1bb78bb476f7a9	332211000400010009000000426f6479	07978ae1ea911912	assets/characters/braum/skins/skin42/braum_skin42.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	087454f36df0c471.bin;21c14331eb9e3fdd.bin;5665076b09fc85c9.bin;60bd129d627e731e.bin;99f61b5c2dd61e45.bin;a485c4b46181b64d.bin;b4470b8fb5a238f6.bin;e4dae9eea59fb2f8.bin;fbd72592f4eee68e.bin
07f65b37fb75e834.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\07f65b37fb75e834.bin	Braum.wad/07f65b37fb75e834.bin	231088	9938b1a5b3b2be3053337251bdbd6c6e3dda7ab5ad4bfd5d7397fa6d74f40736	50524f5003000000040000003f034441	07f65b37fb75e834	data/characters/braum/skins/skin54.bin	Property configuration and asset links	other skin/shared; see reference graph	
0818aa457f2fff01.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0818aa457f2fff01.tex	Braum.wad/0818aa457f2fff01.tex	10972	94e806a8a079ee9d1af2fe03a2c7ebc0c3ad0e9a59931225c11e9c49f6686c93	5445580080004000010c000163630000	0818aa457f2fff01	assets/characters/braum/skins/skin42/particles/braum_skin42_w_trail.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
08245e50221b1dce.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\08245e50221b1dce.tex	Braum.wad/08245e50221b1dce.tex	21884	5d29eebc25ccc67d34df93d6464292484f2bd5acd25537c042494b4c877893c8	5445580080008000010c000153530000	08245e50221b1dce	assets/characters/braum/skins/skin01/particles/braum_skin01_q_frost_tail_mult_mis.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
0863093f842bd9d9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0863093f842bd9d9.tex	Braum.wad/0863093f842bd9d9.tex	1398140	c721b8ac75a21f00f3e09aa2416246994562ae2cafba7ccf332ca8337587af7a	5445580000040004010c0001ffff0000	0863093f842bd9d9	assets/characters/braum/skins/skin41/braum_skin41_body_tx_cm.tex	League texture	other skin/shared; see reference graph	f5df8e88540921e0.bin
087454f36df0c471.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\087454f36df0c471.bin	Braum.wad/087454f36df0c471.bin	11080	37e7a63be18f116d09f1bbd395eac999981aad056abcca27db8fd4ff7fe925e7	50524f5003000000040000009a004441	087454f36df0c471	data/characters/braum/skins/skin45.bin	Property configuration and asset links	other skin/shared; see reference graph	
08b78d78ce7e59f5.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\08b78d78ce7e59f5.tex	Braum.wad/08b78d78ce7e59f5.tex	43740	4f98ed2a856b3a9f1411fcf44355e3cdcc6ed34b65846f3326f4828f06fecc9e	5445580000018000010c000119190000	08b78d78ce7e59f5	assets/characters/braum/skins/skin42/particles/braum_skin42_e_shield_firealpha01.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
08ba8a334476de64.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\08ba8a334476de64.tex	Braum.wad/08ba8a334476de64.tex	174788	d75db7c1ce1c53bc337152b4e5e18c06d3f6cb37f9f51db7ab63ae3dd445a032	5445580000020002010a00018b628b42	08ba8a334476de64	assets/characters/braum/skins/skin32/particles/braum_skin32_r_cake_shard.tex	League texture	other skin/shared; see reference graph	8cf62c85e1e2e7f9.bin
08e5b232f3994eee.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\08e5b232f3994eee.bin	Braum.wad/08e5b232f3994eee.bin	230962	99041206a5ab16363e7e978849e90589b37e5078be6677e7ec683087c9e24682	50524f5003000000040000003f034441	08e5b232f3994eee	data/characters/braum/skins/skin58.bin	Property configuration and asset links	other skin/shared; see reference graph	
09053acd33da0ead.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\09053acd33da0ead.tex	Braum.wad/09053acd33da0ead.tex	68	bc06557b44402fee1498430bd4008df9598085f44b29fea2f02218473674b2f8	5445580008000800010a0001fffffeff	09053acd33da0ead	assets/characters/braum/skins/skin01/particles/braum_skin01_e_distort_color_hold.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
09485b8b4a4ec55b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\09485b8b4a4ec55b.tex	Braum.wad/09485b8b4a4ec55b.tex	43740	63b0f68b25ef5c5c2bd25eca82fd043cb994b2820cff9836966cab2efd6d2146	5445580000018000010c000136360000	09485b8b4a4ec55b	assets/characters/braum/skins/skin02/particles/braum_skin02_r_hit_tar.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
095f5747f793b2bb.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\095f5747f793b2bb.scb	Braum.wad/095f5747f793b2bb.scb	28056	286c09249a07a281dba223c41bbffbf9727b0e0e4a2abd063e6711e288188d22	723364324d6573680300020000000000	095f5747f793b2bb	assets/characters/braum/skins/skin24/particles/braum_skin24_q_hit_orbit_tar.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	02ab7e4623adf97e.bin
09b1778a182af2c7.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\09b1778a182af2c7.tex	Braum.wad/09b1778a182af2c7.tex	87420	a5fb487f9e637ff2b1967dec465f9d992b8c71cb81070ecdaa4fc08a84b3c500	5445580000010001010c000123230000	09b1778a182af2c7	assets/characters/braum/skins/skin24/particles/braum_skin24_r_crumbs_shards_02.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin;3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
09d7e1b175228cf2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\09d7e1b175228cf2.tex	Braum.wad/09d7e1b175228cf2.tex	87452	7d53ec77e48b1646981702d0cd40b800fe47c8b06e050c6d6961c5c9eeec95a1	5445580080000002010c00010d0d0000	09d7e1b175228cf2	assets/characters/braum/skins/skin51/particles/braum_skin51_r_indicator_side_04.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
0a153ce1a78adfdc.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0a153ce1a78adfdc.tex	Braum.wad/0a153ce1a78adfdc.tex	87420	64f28324d0b50702b97a8d95ac6ab7795e8667dde2e7e236c0bf10c00977c0e0	5445580000010001010c00011c1c0000	0a153ce1a78adfdc	assets/characters/braum/skins/base/particles/braum_base_ba_trail_cas_02.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin
0a1f933d5beae03d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0a1f933d5beae03d.tex	Braum.wad/0a1f933d5beae03d.tex	87420	6c18fc1a54a8db23f48f8cdadcb95019f6fd9baf57a53a41fffe52fb30bd755e	5445580000010001010c0001cbcb0000	0a1f933d5beae03d	assets/characters/braum/skins/skin51/particles/braum_skin51_e_block_shock.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
0a39f12cee7aa4e4.skl	.skl	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0a39f12cee7aa4e4.skl	Braum.wad/0a39f12cee7aa4e4.skl	11944	68d26530e489c3fdd5ecaee16ef1e100c9e01f05fa91e79fda8501db396fba01	a82e0000c34ffd220000000000006000	0a39f12cee7aa4e4	assets/characters/braum/skins/skin01/braum_skin01.skl	Skeleton, bind transforms and influence palette	other skin/shared; see reference graph	1eb4979be4e9320c.bin;26fe02fb42fe5d0f.bin;3e345a7cf645a903.bin;4b8cf46e9a27ff51.bin;4fed391540044397.bin;5d7e7a1984eb745d.bin;69066dbc18657bec.bin;7b9824cbef34ed4d.bin;812e1da9fe14f1ec.bin;a497a5055810256b.bin;e250f290f6212f81.bin
0afbb9ace3992cce.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0afbb9ace3992cce.tex	Braum.wad/0afbb9ace3992cce.tex	21876	e2b134c4070a2189729b5c3b217eea0883b34fe265dee03233c0e8331018c1f4	5445580000018000010a0001d092d071	0afbb9ace3992cce	assets/characters/braum/skins/skin32/particles/braum_skin32_e_shield_override_01.tex	League texture	other skin/shared; see reference graph	8cf62c85e1e2e7f9.bin
0b003cd32b3ffd4c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0b003cd32b3ffd4c.tex	Braum.wad/0b003cd32b3ffd4c.tex	21884	ecb0b6217daa22a3de11cbbe88c6dee01a994fb1852a9828cf5ec6fe6f054651	5445580080008000010c000147470000	0b003cd32b3ffd4c	assets/characters/braum/skins/skin33/particles/braum_skin33_w_clumps.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
0b01eaec2c944f55.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0b01eaec2c944f55.bin	Braum.wad/0b01eaec2c944f55.bin	55932	a125d1cd41cbc779d82cfce0124093216baf970115f1199305006b764e2e2d64	50524f50030000000000000001000000	0b01eaec2c944f55	data/characters/braum/animations/skin0.bin	Property configuration and asset links	base or shared candidate	03e78a116663752e.bin;e63e7a9cbb51a42f.bin;eb9d53354a504663.bin
0ba6d2073db5d48b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0ba6d2073db5d48b.tex	Braum.wad/0ba6d2073db5d48b.tex	68	bc06557b44402fee1498430bd4008df9598085f44b29fea2f02218473674b2f8	5445580008000800010a0001fffffeff	0ba6d2073db5d48b	assets/shared/particles/defaultcoloroverlifetime.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
0bbf1015d92da24f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0bbf1015d92da24f.tex	Braum.wad/0bbf1015d92da24f.tex	68	bc06557b44402fee1498430bd4008df9598085f44b29fea2f02218473674b2f8	5445580008000800010a0001fffffeff	0bbf1015d92da24f	assets/characters/braum/skins/skin24/particles/color-hold.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin;3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
0bdc6c1be67a46a6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0bdc6c1be67a46a6.tex	Braum.wad/0bdc6c1be67a46a6.tex	87420	e8775992e15ab9d88f8efce45e3b47f6f13b4a9ca5b6d6fb06167d3cabf45fe2	5445580000010001010c00017a7a0000	0bdc6c1be67a46a6	assets/characters/braum/skins/base/particles/braum_base_r_ice_shard_02.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin
0bfd486e1b53e6a8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0bfd486e1b53e6a8.tex	Braum.wad/0bfd486e1b53e6a8.tex	10964	ef08fc4a7933139918cc8cce609af4705e031e64219b8d3263103a886a7b0e01	5445580000014000010a0001a529a528	0bfd486e1b53e6a8	assets/characters/braum/skins/skin51/particles/braum_skin51_q_trail_fire_erosion.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
0c039b126cd8d7d5.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c039b126cd8d7d5.tex	Braum.wad/0c039b126cd8d7d5.tex	1398140	34035ed92830bc3768c2a142389d52a2b9de398ce85cd3b3b0db7959d4854875	5445580000040004010c0001ebeb0000	0c039b126cd8d7d5	assets/characters/braum/skins/skin59/braum_skin59_shield_tx_cm.tex	League texture	other skin/shared; see reference graph	3079df1f381a87bc.bin
0c15861dd3868d53.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c15861dd3868d53.tex	Braum.wad/0c15861dd3868d53.tex	349564	d63a34d5e4fd7a42fde7dab04613139b099bed822daa94dccb3fd8b060c77490	5445580000020002010c0001ffff0000	0c15861dd3868d53	assets/characters/braum/skins/skin51/particles/braum_skin51_r_stone_01.tex	League texture	other skin/shared; see reference graph	70c57eae58af6c94.bin
0c4bb1182702ed2a.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c4bb1182702ed2a.tex	Braum.wad/0c4bb1182702ed2a.tex	21884	d365966edf987e86d1881d5ecacdb3b90cb01f7595bff282c51990fee8589ae1	5445580080008000010c000144440000	0c4bb1182702ed2a	assets/characters/braum/skins/skin35/particles/braum_skin35_pain.tex	League texture	other skin/shared; see reference graph	399a7a520477b139.bin
0c57f4d8c15788ee.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c57f4d8c15788ee.tex	Braum.wad/0c57f4d8c15788ee.tex	43740	c5561a6cbb90345e2230871b31dbc4efc88df76fd1920b5b9e5485971653297a	5445580000018000010c000136360000	0c57f4d8c15788ee	assets/characters/braum/skins/base/particles/braum_base_r_hit_tar.tex	League texture	base or shared candidate	b8d6f27624ae797b.bin;f2ef4463d62600e6.bin
0c62f8d3159f0df5.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c62f8d3159f0df5.anm	Braum.wad/0c62f8d3159f0df5.anm	70982	34e8b7d0a07c5b8a4973d11564ea267f5b87d07925528fa3dd266b909ccfc789	72336432616e6d64050000003a150100	0c62f8d3159f0df5	assets/characters/braum/skins/skin10/animations/braum_skin04_joke2_into.anm	Animation tracks	other skin/shared; see reference graph	57bea13d59e2af1a.bin
0c6f6376d0183d3f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c6f6376d0183d3f.tex	Braum.wad/0c6f6376d0183d3f.tex	21884	522e8bd43c9f67b920e9ddda12ed4ed40b5955e90b9a269651742477581a06f4	5445580080008000010c000123230000	0c6f6376d0183d3f	assets/characters/braum/skins/skin24/particles/braum_skin24_q_spark.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
0c840994c39fd21e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0c840994c39fd21e.tex	Braum.wad/0c840994c39fd21e.tex	10948	8473bf380121978f3702323c1950b3aefa90cfd76be6d1cf7d3e2e63b9f8f7bb	5445580080008000010a000161102008	0c840994c39fd21e	assets/characters/braum/skins/skin51/particles/braum_skin51_add_gold.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
0cae8bc0d8fcc44f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0cae8bc0d8fcc44f.tex	Braum.wad/0cae8bc0d8fcc44f.tex	349564	012dc17e202d7b57d30e8da6c9a5532a500bb0351cc5c6ae3ce48d34fdeb4931	5445580000020002010c0001f3f30000	0cae8bc0d8fcc44f	assets/characters/braum/skins/skin59/particles/braum_skin59_shield_tx_03.tex	League texture	other skin/shared; see reference graph	3079df1f381a87bc.bin
0cb5a05fb6006bee.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0cb5a05fb6006bee.tex	Braum.wad/0cb5a05fb6006bee.tex	43716	ed933812cf9ab867c49a5cbf2011f851576c1b7cb14d9665035de5ec2369a605	5445580000010001010a0001ef72ef8a	0cb5a05fb6006bee	assets/characters/braum/skins/skin24/particles/braum_skin24_candy_2x2.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin;3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
0cbfdb38d73c6caa.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0cbfdb38d73c6caa.tex	Braum.wad/0cbfdb38d73c6caa.tex	349564	266fd0a9b63c8b0e8f941c3299e1dd11494c13db73d47028f663f7f1a5d94c72	5445580000020002010c0001ffff0000	0cbfdb38d73c6caa	assets/characters/braum/skins/skin51/particles/braum_skin51_p_skin51_05.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
0d392fdfabb37cde.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0d392fdfabb37cde.tex	Braum.wad/0d392fdfabb37cde.tex	349556	8e530c1b3896b577ca155288b771d80aaf352db266e4f8d616db749d2801f8fe	5445580000040002010a0001a539c538	0d392fdfabb37cde	assets/characters/braum/skins/skin15/braum_skin15_tx_cm.tex	League texture	other skin/shared; see reference graph	e1dfd1a549890037.bin
0d3c50cd14c5924e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0d3c50cd14c5924e.tex	Braum.wad/0d3c50cd14c5924e.tex	699076	11e1f023b6da08860f552f37b6b0beb525ef4953819946a03d6b5b8de641a78e	5445580000040004010a000108322831	0d3c50cd14c5924e		League texture	other skin/shared; see reference graph	
0d6abf312299ddaa.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0d6abf312299ddaa.tex	Braum.wad/0d6abf312299ddaa.tex	87420	cdc39ccfd6bb5ad5197508a7602d58ea9e44dae27669303bdd36188575b0c437	5445580000010001010c000137370000	0d6abf312299ddaa	assets/characters/braum/skins/skin51/particles/braum_skin51_r_spikes_tar.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
0d90f687e4fbc073.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\0d90f687e4fbc073.tex	Braum.wad/0d90f687e4fbc073.tex	87420	10f7c4b52335f53aca0086379ddef52d7297836d21fc21cca51af395b80287bb	5445580000010001010c000110100000	0d90f687e4fbc073	assets/characters/braum/skins/base/particles/braum_base_p_stack_02.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin;f2ef4463d62600e6.bin
